BioProject accession	BioSample accession	Library ID	Title	Library strategy	Library source	Library selection	Library layout	Platform	Instrument model	Design description	Filetype	Filename	filename2	SPUID	Organism	Tax ID
PRJNA548356	SAMN12025361	7272017HBA5	Arthropod COI amplicons from bat fecal sample	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	v3 chemistry with 600 cycles of 2x300 bp PE reads	fastq	7272017HBA5_L001_R1_001.fastq.gz	7272017HBA5_L001_R2_001.fastq.gz	7272017HBA5	feces metagenome	1861841
PRJNA548356	SAMN12025362	7272017HBA6	Arthropod COI amplicons from bat fecal sample	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	v3 chemistry with 600 cycles of 2x300 bp PE reads	fastq	7272017HBA6_L001_R1_001.fastq.gz	7272017HBA6_L001_R2_001.fastq.gz	7272017HBA6	feces metagenome	1861841
PRJNA548356	SAMN12025363	7272017HBA7	Arthropod COI amplicons from bat fecal sample	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	v3 chemistry with 600 cycles of 2x300 bp PE reads	fastq	7272017HBA7_L001_R1_001.fastq.gz	7272017HBA7_L001_R2_001.fastq.gz	7272017HBA7	feces metagenome	1861841
PRJNA548356	SAMN12025364	7272017HBA8	Arthropod COI amplicons from bat fecal sample	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	v3 chemistry with 600 cycles of 2x300 bp PE reads	fastq	7272017HBA8_L001_R1_001.fastq.gz	7272017HBA8_L001_R2_001.fastq.gz	7272017HBA8	feces metagenome	1861841
PRJNA548356	SAMN12025365	7272017HBA9	Arthropod COI amplicons from bat fecal sample	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	v3 chemistry with 600 cycles of 2x300 bp PE reads	fastq	7272017HBA9_L001_R1_001.fastq.gz	7272017HBA9_L001_R2_001.fastq.gz	7272017HBA9	feces metagenome	1861841
PRJNA548356	SAMN12025366	7272017HBPoolA1	Arthropod COI amplicons from bat fecal sample	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	v3 chemistry with 600 cycles of 2x300 bp PE reads	fastq	7272017HBPoolA1_L001_R1_001.fastq.gz	7272017HBPoolA1_L001_R2_001.fastq.gz	7272017HBPoolA1	feces metagenome	1861841
PRJNA548356	SAMN12025367	7272017HBPoolA2	Arthropod COI amplicons from bat fecal sample	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	v3 chemistry with 600 cycles of 2x300 bp PE reads	fastq	7272017HBPoolA2_L001_R1_001.fastq.gz	7272017HBPoolA2_L001_R2_001.fastq.gz	7272017HBPoolA2	feces metagenome	1861841
PRJNA548356	SAMN12025368	7272017HBPoolA3	Arthropod COI amplicons from bat fecal sample	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	v3 chemistry with 600 cycles of 2x300 bp PE reads	fastq	7272017HBPoolA3_L001_R1_001.fastq.gz	7272017HBPoolA3_L001_R2_001.fastq.gz	7272017HBPoolA3	feces metagenome	1861841
PRJNA548356	SAMN12025369	7272017HBPoolA4	Arthropod COI amplicons from bat fecal sample	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	v3 chemistry with 600 cycles of 2x300 bp PE reads	fastq	7272017HBPoolA4_L001_R1_001.fastq.gz	7272017HBPoolA4_L001_R2_001.fastq.gz	7272017HBPoolA4	feces metagenome	1861841
PRJNA548356	SAMN12025370	72717HBPoolB1	Arthropod COI amplicons from bat fecal sample	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	v3 chemistry with 600 cycles of 2x300 bp PE reads	fastq	72717HBPoolB1_L001_R1_001.fastq.gz	72717HBPoolB1_L001_R2_001.fastq.gz	72717HBPoolB1	feces metagenome	1861841
PRJNA548356	SAMN12025371	72717HBPoolB2	Arthropod COI amplicons from bat fecal sample	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	v3 chemistry with 600 cycles of 2x300 bp PE reads	fastq	72717HBPoolB2_L001_R1_001.fastq.gz	72717HBPoolB2_L001_R2_001.fastq.gz	72717HBPoolB2	feces metagenome	1861841
PRJNA548356	SAMN12025372	72717HBPoolB3	Arthropod COI amplicons from bat fecal sample	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	v3 chemistry with 600 cycles of 2x300 bp PE reads	fastq	72717HBPoolB3_L001_R1_001.fastq.gz	72717HBPoolB3_L001_R2_001.fastq.gz	72717HBPoolB3	feces metagenome	1861841
PRJNA548356	SAMN12025373	72717HBPoolB4	Arthropod COI amplicons from bat fecal sample	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	v3 chemistry with 600 cycles of 2x300 bp PE reads	fastq	72717HBPoolB4_L001_R1_001.fastq.gz	72717HBPoolB4_L001_R2_001.fastq.gz	72717HBPoolB4	feces metagenome	1861841
PRJNA548356	SAMN12025374	7272017HBB1	Arthropod COI amplicons from bat fecal sample	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	v3 chemistry with 600 cycles of 2x300 bp PE reads	fastq	7272017HBB1_L001_R1_001.fastq.gz	7272017HBB1_L001_R2_001.fastq.gz	7272017HBB1	feces metagenome	1861841
PRJNA548356	SAMN12025375	7272017HBB10	Arthropod COI amplicons from bat fecal sample	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	v3 chemistry with 600 cycles of 2x300 bp PE reads	fastq	7272017HBB10_L001_R1_001.fastq.gz	7272017HBB10_L001_R2_001.fastq.gz	7272017HBB10	feces metagenome	1861841
PRJNA548356	SAMN12025376	7272017HBB2	Arthropod COI amplicons from bat fecal sample	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	v3 chemistry with 600 cycles of 2x300 bp PE reads	fastq	7272017HBB2_L001_R1_001.fastq.gz	7272017HBB2_L001_R2_001.fastq.gz	7272017HBB2	feces metagenome	1861841
PRJNA548356	SAMN12025377	7272017HBB3	Arthropod COI amplicons from bat fecal sample	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	v3 chemistry with 600 cycles of 2x300 bp PE reads	fastq	7272017HBB3_L001_R1_001.fastq.gz	7272017HBB3_L001_R2_001.fastq.gz	7272017HBB3	feces metagenome	1861841
PRJNA548356	SAMN12025378	7272017HBB4	Arthropod COI amplicons from bat fecal sample	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	v3 chemistry with 600 cycles of 2x300 bp PE reads	fastq	7272017HBB4_L001_R1_001.fastq.gz	7272017HBB4_L001_R2_001.fastq.gz	7272017HBB4	feces metagenome	1861841
PRJNA548356	SAMN12025379	7272017HBB5	Arthropod COI amplicons from bat fecal sample	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	v3 chemistry with 600 cycles of 2x300 bp PE reads	fastq	7272017HBB5_L001_R1_001.fastq.gz	7272017HBB5_L001_R2_001.fastq.gz	7272017HBB5	feces metagenome	1861841
PRJNA548356	SAMN12025380	7272017HBB6	Arthropod COI amplicons from bat fecal sample	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	v3 chemistry with 600 cycles of 2x300 bp PE reads	fastq	7272017HBB6_L001_R1_001.fastq.gz	7272017HBB6_L001_R2_001.fastq.gz	7272017HBB6	feces metagenome	1861841
PRJNA548356	SAMN12025381	7272017HBB7	Arthropod COI amplicons from bat fecal sample	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	v3 chemistry with 600 cycles of 2x300 bp PE reads	fastq	7272017HBB7_L001_R1_001.fastq.gz	7272017HBB7_L001_R2_001.fastq.gz	7272017HBB7	feces metagenome	1861841
PRJNA548356	SAMN12025382	7272017HBB8	Arthropod COI amplicons from bat fecal sample	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	v3 chemistry with 600 cycles of 2x300 bp PE reads	fastq	7272017HBB8_L001_R1_001.fastq.gz	7272017HBB8_L001_R2_001.fastq.gz	7272017HBB8	feces metagenome	1861841
PRJNA548356	SAMN12025383	7272017HBB9	Arthropod COI amplicons from bat fecal sample	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	v3 chemistry with 600 cycles of 2x300 bp PE reads	fastq	7272017HBB9_L001_R1_001.fastq.gz	7272017HBB9_L001_R2_001.fastq.gz	7272017HBB9	feces metagenome	1861841
PRJNA548356	SAMN12025384	72717HBPoolC1	Arthropod COI amplicons from bat fecal sample	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	v3 chemistry with 600 cycles of 2x300 bp PE reads	fastq	72717HBPoolC1_L001_R1_001.fastq.gz	72717HBPoolC1_L001_R2_001.fastq.gz	72717HBPoolC1	feces metagenome	1861841
PRJNA548356	SAMN12025385	72717HBPoolC2	Arthropod COI amplicons from bat fecal sample	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	v3 chemistry with 600 cycles of 2x300 bp PE reads	fastq	72717HBPoolC2_L001_R1_001.fastq.gz	72717HBPoolC2_L001_R2_001.fastq.gz	72717HBPoolC2	feces metagenome	1861841
PRJNA548356	SAMN12025386	72717HBPoolC3	Arthropod COI amplicons from bat fecal sample	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	v3 chemistry with 600 cycles of 2x300 bp PE reads	fastq	72717HBPoolC3_L001_R1_001.fastq.gz	72717HBPoolC3_L001_R2_001.fastq.gz	72717HBPoolC3	feces metagenome	1861841
PRJNA548356	SAMN12025387	72717HBPoolC4	Arthropod COI amplicons from bat fecal sample	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	v3 chemistry with 600 cycles of 2x300 bp PE reads	fastq	72717HBPoolC4_L001_R1_001.fastq.gz	72717HBPoolC4_L001_R2_001.fastq.gz	72717HBPoolC4	feces metagenome	1861841
PRJNA548356	SAMN12025388	7272017HBC1	Arthropod COI amplicons from bat fecal sample	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	v3 chemistry with 600 cycles of 2x300 bp PE reads	fastq	7272017HBC1_L001_R1_001.fastq.gz	7272017HBC1_L001_R2_001.fastq.gz	7272017HBC1	feces metagenome	1861841
PRJNA548356	SAMN12025389	7272017HBC10	Arthropod COI amplicons from bat fecal sample	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	v3 chemistry with 600 cycles of 2x300 bp PE reads	fastq	7272017HBC10_L001_R1_001.fastq.gz	7272017HBC10_L001_R2_001.fastq.gz	7272017HBC10	feces metagenome	1861841
PRJNA548356	SAMN12025390	7272017HBC2	Arthropod COI amplicons from bat fecal sample	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	v3 chemistry with 600 cycles of 2x300 bp PE reads	fastq	7272017HBC2_L001_R1_001.fastq.gz	7272017HBC2_L001_R2_001.fastq.gz	7272017HBC2	feces metagenome	1861841
PRJNA548356	SAMN12025391	7272017HBC3	Arthropod COI amplicons from bat fecal sample	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	v3 chemistry with 600 cycles of 2x300 bp PE reads	fastq	7272017HBC3_L001_R1_001.fastq.gz	7272017HBC3_L001_R2_001.fastq.gz	7272017HBC3	feces metagenome	1861841
PRJNA548356	SAMN12025392	7272017HBC4	Arthropod COI amplicons from bat fecal sample	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	v3 chemistry with 600 cycles of 2x300 bp PE reads	fastq	7272017HBC4_L001_R1_001.fastq.gz	7272017HBC4_L001_R2_001.fastq.gz	7272017HBC4	feces metagenome	1861841
PRJNA548356	SAMN12025393	7272017HBC5	Arthropod COI amplicons from bat fecal sample	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	v3 chemistry with 600 cycles of 2x300 bp PE reads	fastq	7272017HBC5_L001_R1_001.fastq.gz	7272017HBC5_L001_R2_001.fastq.gz	7272017HBC5	feces metagenome	1861841
PRJNA548356	SAMN12025394	7272017HBC6	Arthropod COI amplicons from bat fecal sample	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	v3 chemistry with 600 cycles of 2x300 bp PE reads	fastq	7272017HBC6_L001_R1_001.fastq.gz	7272017HBC6_L001_R2_001.fastq.gz	7272017HBC6	feces metagenome	1861841
PRJNA548356	SAMN12025395	7272017HBC9	Arthropod COI amplicons from bat fecal sample	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	v3 chemistry with 600 cycles of 2x300 bp PE reads	fastq	7272017HBC9_L001_R1_001.fastq.gz	7272017HBC9_L001_R2_001.fastq.gz	7272017HBC9	feces metagenome	1861841
PRJNA548356	SAMN12025396	7272017HBD1	Arthropod COI amplicons from bat fecal sample	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	v3 chemistry with 600 cycles of 2x300 bp PE reads	fastq	7272017HBD1_L001_R1_001.fastq.gz	7272017HBD1_L001_R2_001.fastq.gz	7272017HBD1	feces metagenome	1861841
PRJNA548356	SAMN12025397	7272017HBD10	Arthropod COI amplicons from bat fecal sample	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	v3 chemistry with 600 cycles of 2x300 bp PE reads	fastq	7272017HBD10_L001_R1_001.fastq.gz	7272017HBD10_L001_R2_001.fastq.gz	7272017HBD10	feces metagenome	1861841
PRJNA548356	SAMN12025398	7272017HBD2	Arthropod COI amplicons from bat fecal sample	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	v3 chemistry with 600 cycles of 2x300 bp PE reads	fastq	7272017HBD2_L001_R1_001.fastq.gz	7272017HBD2_L001_R2_001.fastq.gz	7272017HBD2	feces metagenome	1861841
PRJNA548356	SAMN12025399	7272017HBD3	Arthropod COI amplicons from bat fecal sample	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	v3 chemistry with 600 cycles of 2x300 bp PE reads	fastq	7272017HBD3_L001_R1_001.fastq.gz	7272017HBD3_L001_R2_001.fastq.gz	7272017HBD3	feces metagenome	1861841
PRJNA548356	SAMN12025400	7272017HBD4	Arthropod COI amplicons from bat fecal sample	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	v3 chemistry with 600 cycles of 2x300 bp PE reads	fastq	7272017HBD4_L001_R1_001.fastq.gz	7272017HBD4_L001_R2_001.fastq.gz	7272017HBD4	feces metagenome	1861841
PRJNA548356	SAMN12025401	7272017HBD5	Arthropod COI amplicons from bat fecal sample	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	v3 chemistry with 600 cycles of 2x300 bp PE reads	fastq	7272017HBD5_L001_R1_001.fastq.gz	7272017HBD5_L001_R2_001.fastq.gz	7272017HBD5	feces metagenome	1861841
PRJNA548356	SAMN12025402	7272017HBD6	Arthropod COI amplicons from bat fecal sample	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	v3 chemistry with 600 cycles of 2x300 bp PE reads	fastq	7272017HBD6_L001_R1_001.fastq.gz	7272017HBD6_L001_R2_001.fastq.gz	7272017HBD6	feces metagenome	1861841
PRJNA548356	SAMN12025403	7272017HBD7	Arthropod COI amplicons from bat fecal sample	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	v3 chemistry with 600 cycles of 2x300 bp PE reads	fastq	7272017HBD7_L001_R1_001.fastq.gz	7272017HBD7_L001_R2_001.fastq.gz	7272017HBD7	feces metagenome	1861841
PRJNA548356	SAMN12025404	7272017HBD8	Arthropod COI amplicons from bat fecal sample	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	v3 chemistry with 600 cycles of 2x300 bp PE reads	fastq	7272017HBD8_L001_R1_001.fastq.gz	7272017HBD8_L001_R2_001.fastq.gz	7272017HBD8	feces metagenome	1861841
PRJNA548356	SAMN12025405	7272017HBD9	Arthropod COI amplicons from bat fecal sample	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	v3 chemistry with 600 cycles of 2x300 bp PE reads	fastq	7272017HBD9_L001_R1_001.fastq.gz	7272017HBD9_L001_R2_001.fastq.gz	7272017HBD9	feces metagenome	1861841
PRJNA548356	SAMN12025406	7272017HBPoolD1	Arthropod COI amplicons from bat fecal sample	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	v3 chemistry with 600 cycles of 2x300 bp PE reads	fastq	7272017HBPoolD1_L001_R1_001.fastq.gz	7272017HBPoolD1_L001_R2_001.fastq.gz	7272017HBPoolD1	feces metagenome	1861841
PRJNA548356	SAMN12025407	7272017HBPoolD2	Arthropod COI amplicons from bat fecal sample	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	v3 chemistry with 600 cycles of 2x300 bp PE reads	fastq	7272017HBPoolD2_L001_R1_001.fastq.gz	7272017HBPoolD2_L001_R2_001.fastq.gz	7272017HBPoolD2	feces metagenome	1861841
PRJNA548356	SAMN12025408	7272017HBPoolD3	Arthropod COI amplicons from bat fecal sample	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	v3 chemistry with 600 cycles of 2x300 bp PE reads	fastq	7272017HBPoolD3_L001_R1_001.fastq.gz	7272017HBPoolD3_L001_R2_001.fastq.gz	7272017HBPoolD3	feces metagenome	1861841
PRJNA548356	SAMN12025409	7272017HBPoolD4	Arthropod COI amplicons from bat fecal sample	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	v3 chemistry with 600 cycles of 2x300 bp PE reads	fastq	7272017HBPoolD4_L001_R1_001.fastq.gz	7272017HBPoolD4_L001_R2_001.fastq.gz	7272017HBPoolD4	feces metagenome	1861841
PRJNA548356	SAMN12025410	9152017EGA1	Arthropod COI amplicons from bat fecal sample	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	v3 chemistry with 600 cycles of 2x300 bp PE reads	fastq	9152017EGA1_L001_R1_001.fastq.gz	9152017EGA1_L001_R2_001.fastq.gz	9152017EGA1	feces metagenome	1861841
PRJNA548356	SAMN12025411	9152017EGA2	Arthropod COI amplicons from bat fecal sample	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	v3 chemistry with 600 cycles of 2x300 bp PE reads	fastq	9152017EGA2_L001_R1_001.fastq.gz	9152017EGA2_L001_R2_001.fastq.gz	9152017EGA2	feces metagenome	1861841
PRJNA548356	SAMN12025412	9152017EGA3	Arthropod COI amplicons from bat fecal sample	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	v3 chemistry with 600 cycles of 2x300 bp PE reads	fastq	9152017EGA3_L001_R1_001.fastq.gz	9152017EGA3_L001_R2_001.fastq.gz	9152017EGA3	feces metagenome	1861841
PRJNA548356	SAMN12025413	9152017EGA4	Arthropod COI amplicons from bat fecal sample	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	v3 chemistry with 600 cycles of 2x300 bp PE reads	fastq	9152017EGA4_L001_R1_001.fastq.gz	9152017EGA4_L001_R2_001.fastq.gz	9152017EGA4	feces metagenome	1861841
PRJNA548356	SAMN12025414	9152017EGA5	Arthropod COI amplicons from bat fecal sample	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	v3 chemistry with 600 cycles of 2x300 bp PE reads	fastq	9152017EGA5_L001_R1_001.fastq.gz	9152017EGA5_L001_R2_001.fastq.gz	9152017EGA5	feces metagenome	1861841
PRJNA548356	SAMN12025415	9152017EGA6	Arthropod COI amplicons from bat fecal sample	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	v3 chemistry with 600 cycles of 2x300 bp PE reads	fastq	9152017EGA6_L001_R1_001.fastq.gz	9152017EGA6_L001_R2_001.fastq.gz	9152017EGA6	feces metagenome	1861841
PRJNA548356	SAMN12025416	9152017EGA7	Arthropod COI amplicons from bat fecal sample	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	v3 chemistry with 600 cycles of 2x300 bp PE reads	fastq	9152017EGA7_L001_R1_001.fastq.gz	9152017EGA7_L001_R2_001.fastq.gz	9152017EGA7	feces metagenome	1861841
PRJNA548356	SAMN12025417	9152017EGB10	Arthropod COI amplicons from bat fecal sample	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	v3 chemistry with 600 cycles of 2x300 bp PE reads	fastq	9152017EGB10_L001_R1_001.fastq.gz	9152017EGB10_L001_R2_001.fastq.gz	9152017EGB10	feces metagenome	1861841
PRJNA548356	SAMN12025418	9152017EGB5	Arthropod COI amplicons from bat fecal sample	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	v3 chemistry with 600 cycles of 2x300 bp PE reads	fastq	9152017EGB5_L001_R1_001.fastq.gz	9152017EGB5_L001_R2_001.fastq.gz	9152017EGB5	feces metagenome	1861841
PRJNA548356	SAMN12025419	9152017EGB6	Arthropod COI amplicons from bat fecal sample	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	v3 chemistry with 600 cycles of 2x300 bp PE reads	fastq	9152017EGB6_L001_R1_001.fastq.gz	9152017EGB6_L001_R2_001.fastq.gz	9152017EGB6	feces metagenome	1861841
PRJNA548356	SAMN12025420	9152017EGB7	Arthropod COI amplicons from bat fecal sample	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	v3 chemistry with 600 cycles of 2x300 bp PE reads	fastq	9152017EGB7_L001_R1_001.fastq.gz	9152017EGB7_L001_R2_001.fastq.gz	9152017EGB7	feces metagenome	1861841
PRJNA548356	SAMN12025421	9152017EGB8	Arthropod COI amplicons from bat fecal sample	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	v3 chemistry with 600 cycles of 2x300 bp PE reads	fastq	9152017EGB8_L001_R1_001.fastq.gz	9152017EGB8_L001_R2_001.fastq.gz	9152017EGB8	feces metagenome	1861841
PRJNA548356	SAMN12025422	9152017EGB9	Arthropod COI amplicons from bat fecal sample	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	v3 chemistry with 600 cycles of 2x300 bp PE reads	fastq	9152017EGB9_L001_R1_001.fastq.gz	9152017EGB9_L001_R2_001.fastq.gz	9152017EGB9	feces metagenome	1861841
PRJNA548356	SAMN12025423	9152017EgnerB1	Arthropod COI amplicons from bat fecal sample	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	v3 chemistry with 600 cycles of 2x300 bp PE reads	fastq	9152017EgnerB1_L001_R1_001.fastq.gz	9152017EgnerB1_L001_R2_001.fastq.gz	9152017EgnerB1	feces metagenome	1861841
PRJNA548356	SAMN12025424	9152017EgnerB2	Arthropod COI amplicons from bat fecal sample	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	v3 chemistry with 600 cycles of 2x300 bp PE reads	fastq	9152017EgnerB2_L001_R1_001.fastq.gz	9152017EgnerB2_L001_R2_001.fastq.gz	9152017EgnerB2	feces metagenome	1861841
PRJNA548356	SAMN12025425	9152017EgnerB3	Arthropod COI amplicons from bat fecal sample	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	v3 chemistry with 600 cycles of 2x300 bp PE reads	fastq	9152017EgnerB3_L001_R1_001.fastq.gz	9152017EgnerB3_L001_R2_001.fastq.gz	9152017EgnerB3	feces metagenome	1861841
PRJNA548356	SAMN12025426	9152017EgnerB4	Arthropod COI amplicons from bat fecal sample	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	v3 chemistry with 600 cycles of 2x300 bp PE reads	fastq	9152017EgnerB4_L001_R1_001.fastq.gz	9152017EgnerB4_L001_R2_001.fastq.gz	9152017EgnerB4	feces metagenome	1861841
PRJNA548356	SAMN12025427	9152017EgnerPoolB1	Arthropod COI amplicons from bat fecal sample	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	v3 chemistry with 600 cycles of 2x300 bp PE reads	fastq	9152017EgnerPoolB1_L001_R1_001.fastq.gz	9152017EgnerPoolB1_L001_R2_001.fastq.gz	9152017EgnerPoolB1	feces metagenome	1861841
PRJNA548356	SAMN12025428	9152017EgnerPoolB2	Arthropod COI amplicons from bat fecal sample	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	v3 chemistry with 600 cycles of 2x300 bp PE reads	fastq	9152017EgnerPoolB2_L001_R1_001.fastq.gz	9152017EgnerPoolB2_L001_R2_001.fastq.gz	9152017EgnerPoolB2	feces metagenome	1861841
PRJNA548356	SAMN12025429	9152017EgnerPoolB3	Arthropod COI amplicons from bat fecal sample	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	v3 chemistry with 600 cycles of 2x300 bp PE reads	fastq	9152017EgnerPoolB3_L001_R1_001.fastq.gz	9152017EgnerPoolB3_L001_R2_001.fastq.gz	9152017EgnerPoolB3	feces metagenome	1861841
PRJNA548356	SAMN12025430	9152017EgnerPoolB4	Arthropod COI amplicons from bat fecal sample	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	v3 chemistry with 600 cycles of 2x300 bp PE reads	fastq	9152017EgnerPoolB4_L001_R1_001.fastq.gz	9152017EgnerPoolB4_L001_R2_001.fastq.gz	9152017EgnerPoolB4	feces metagenome	1861841
PRJNA548356	SAMN12025431	9152017EGC1	Arthropod COI amplicons from bat fecal sample	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	v3 chemistry with 600 cycles of 2x300 bp PE reads	fastq	9152017EGC1_L001_R1_001.fastq.gz	9152017EGC1_L001_R2_001.fastq.gz	9152017EGC1	feces metagenome	1861841
PRJNA548356	SAMN12025432	9152017EGC10	Arthropod COI amplicons from bat fecal sample	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	v3 chemistry with 600 cycles of 2x300 bp PE reads	fastq	9152017EGC10_L001_R1_001.fastq.gz	9152017EGC10_L001_R2_001.fastq.gz	9152017EGC10	feces metagenome	1861841
PRJNA548356	SAMN12025433	9152017EGC2	Arthropod COI amplicons from bat fecal sample	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	v3 chemistry with 600 cycles of 2x300 bp PE reads	fastq	9152017EGC2_L001_R1_001.fastq.gz	9152017EGC2_L001_R2_001.fastq.gz	9152017EGC2	feces metagenome	1861841
PRJNA548356	SAMN12025434	9152017EGC3	Arthropod COI amplicons from bat fecal sample	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	v3 chemistry with 600 cycles of 2x300 bp PE reads	fastq	9152017EGC3_L001_R1_001.fastq.gz	9152017EGC3_L001_R2_001.fastq.gz	9152017EGC3	feces metagenome	1861841
PRJNA548356	SAMN12025435	9152017EGC4	Arthropod COI amplicons from bat fecal sample	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	v3 chemistry with 600 cycles of 2x300 bp PE reads	fastq	9152017EGC4_L001_R1_001.fastq.gz	9152017EGC4_L001_R2_001.fastq.gz	9152017EGC4	feces metagenome	1861841
